,id,purpose,go_with,weather,time,viettel_no_0,viettel_no_1,viettel_no_2,score,direction
1827,5808,travel,alone,sunny,evening,1,0,0,9,1
1828,11059,travel,alone,sunny,evening,1,1,0,0,0
1829,4820,work,alone,sunny,morning,1,1,1,0,0
1830,8751,work,alone,sunny,morning,1,1,0,8,0
1831,2405,work,alone,sunny,morning,1,0,0,0,0
1832,16486,travel,alone,sunny,morning,1,0,0,34,0
1833,5053,travel,friends,sunny,morning,1,0,0,0,0
1834,1437,travel,friends,sunny,morning,1,1,0,0,0
1835,18360,travel,friends,sunny,evening,1,1,0,42,0
1836,18081,travel,friends,sunny,afternoon,1,1,0,0,0
1837,5488,travel,family,sunny,morning,1,0,0,0,0
1838,7729,travel,family,sunny,evening,1,0,0,41,0
1839,16835,travel,alone,sunny,evening,1,1,0,44,0
1840,15472,travel,alone,sunny,afternoon,1,0,0,0,0
1841,6452,work,alone,sunny,morning,1,1,1,0,0
1842,8370,work,alone,sunny,morning,1,1,0,0,0
1843,17408,work,alone,sunny,morning,1,0,0,0,1
1844,7830,work,alone,sunny,morning,1,0,0,39,0
1845,16662,travel,friends,sunny,afternoon,1,1,0,0,0
1846,19328,travel,family,sunny,morning,1,0,0,11,0
1847,18482,travel,family,sunny,morning,1,1,0,0,0
1848,4205,travel,family,sunny,afternoon,1,0,0,8,0
1849,18924,travel,family,sunny,afternoon,1,1,0,12,0
1850,1881,travel,alone,sunny,afternoon,1,1,0,10,0
1851,4677,travel,alone,sunny,afternoon,1,0,0,14,0
1852,3999,work,alone,sunny,morning,1,1,0,0,0
1853,15830,work,alone,sunny,morning,1,0,0,0,1
1854,6817,work,alone,sunny,morning,1,0,0,6,0
1855,5375,travel,alone,sunny,morning,1,0,0,20,0
1856,9397,travel,friends,sunny,morning,1,0,0,0,0
1857,8099,travel,friends,sunny,morning,1,1,0,13,0
1858,19155,travel,friends,sunny,afternoon,1,0,0,1,0
1859,6047,travel,friends,sunny,morning,1,1,0,15,0
1860,5393,travel,friends,sunny,afternoon,1,1,0,0,0
1861,18861,travel,friends,sunny,evening,1,0,0,15,0
1862,19489,travel,friends,sunny,evening,1,1,0,0,0
1863,1560,travel,friends,sunny,afternoon,1,0,0,0,0
1864,7419,travel,friends,sunny,morning,1,1,0,0,0
1865,3536,travel,alone,sunny,morning,1,0,0,0,0
1866,14428,travel,alone,sunny,afternoon,1,0,0,13,1
1867,18197,travel,alone,sunny,evening,1,1,0,12,0
1868,17436,work,alone,sunny,morning,1,1,1,0,0
1869,19464,work,alone,sunny,morning,1,1,0,13,0
1870,16499,work,alone,sunny,morning,1,0,0,17,1
1871,2682,work,alone,sunny,morning,1,0,0,13,0
1872,9722,work,alone,sunny,morning,1,1,0,0,0
1873,6481,travel,alone,sunny,afternoon,1,0,0,0,0
1874,5521,travel,friends,sunny,morning,1,0,0,0,0
1875,16882,travel,friends,sunny,morning,1,0,0,15,0
1876,4151,travel,friends,sunny,morning,1,1,0,0,0
1877,12211,travel,friends,sunny,afternoon,1,0,0,0,0
1878,7248,travel,friends,sunny,afternoon,1,1,0,15,0
1879,10784,travel,friends,sunny,morning,1,1,0,14,0
1880,1614,travel,friends,sunny,afternoon,1,1,0,14,0
1881,4579,travel,friends,sunny,evening,1,0,0,18,0
1882,10487,travel,friends,sunny,afternoon,1,1,0,0,0
1883,11517,travel,friends,sunny,afternoon,1,1,0,0,0
1884,2473,travel,alone,sunny,afternoon,1,0,0,0,1
1885,1164,travel,alone,sunny,afternoon,1,1,0,0,0
1886,10333,work,alone,sunny,morning,1,0,0,0,0
1887,3070,travel,alone,sunny,morning,1,0,0,0,0
1888,11065,travel,friends,sunny,morning,1,1,0,0,0
1889,10755,travel,friends,sunny,afternoon,1,1,0,0,0
1890,9678,travel,family,sunny,morning,1,1,0,0,0
1891,17400,travel,family,sunny,afternoon,1,1,0,0,0
1892,12421,travel,alone,sunny,afternoon,1,1,0,8,0
1893,1968,work,alone,sunny,morning,1,1,1,9,0
1894,5418,work,alone,sunny,morning,1,0,0,0,1
1895,1434,work,alone,sunny,morning,1,0,0,6,0
1896,1620,travel,alone,sunny,morning,1,0,0,6,0
1897,17368,travel,friends,sunny,morning,1,0,0,13,0
1898,15631,travel,friends,sunny,morning,1,1,0,8,0
1899,16873,travel,friends,sunny,afternoon,1,1,0,7,0
1900,1432,travel,friends,sunny,afternoon,1,1,0,0,0
1901,19028,travel,family,sunny,morning,1,1,0,0,0
1902,15167,travel,family,sunny,morning,1,1,0,0,0
1903,1696,travel,family,sunny,morning,1,1,0,0,0
1904,17077,travel,alone,sunny,evening,1,1,0,9,0
1905,15956,work,alone,sunny,morning,1,0,0,0,1
1906,7950,travel,alone,sunny,afternoon,1,0,0,0,0
1907,14579,travel,friends,sunny,morning,1,0,0,0,0
1908,13540,travel,friends,sunny,morning,1,1,0,23,0
1909,2046,travel,friends,sunny,afternoon,1,1,0,0,0
1910,15462,travel,friends,sunny,afternoon,1,1,0,21,0
1911,3492,travel,friends,sunny,afternoon,1,1,0,28,0
1912,4995,travel,friends,sunny,afternoon,1,1,0,0,0
1913,10461,travel,family,sunny,morning,1,0,0,0,0
1914,19815,travel,family,sunny,morning,1,0,0,0,0
1915,7186,travel,family,sunny,morning,1,0,0,0,0
1916,15708,travel,family,sunny,morning,1,1,0,0,0
1917,5059,travel,family,sunny,evening,1,0,0,0,0
1918,15076,travel,family,sunny,evening,1,1,0,0,0
1919,3219,travel,alone,sunny,afternoon,1,1,0,30,0
1920,11679,travel,alone,sunny,evening,1,0,0,0,0
1921,3731,work,alone,sunny,morning,1,1,1,30,0
1922,3167,work,alone,sunny,morning,1,1,0,0,0
1923,13439,travel,alone,sunny,afternoon,1,0,0,36,0
1924,18865,travel,friends,sunny,morning,1,0,0,37,0
1925,16695,travel,friends,sunny,morning,1,0,0,38,0
1926,7881,travel,friends,sunny,morning,1,1,0,0,0
1927,8302,travel,friends,sunny,afternoon,1,0,0,0,0
1928,8644,travel,friends,sunny,afternoon,1,1,0,36,0
1929,17027,travel,friends,sunny,afternoon,1,1,0,40,0
1930,10124,travel,friends,sunny,evening,1,0,0,0,0
1931,19333,travel,friends,sunny,afternoon,1,1,0,33,0
1932,16939,travel,friends,sunny,afternoon,1,0,0,0,0
1933,15264,travel,friends,sunny,afternoon,1,1,0,0,0
1934,3884,travel,alone,sunny,morning,1,0,0,0,0
1935,2270,travel,alone,sunny,evening,1,0,0,43,1
1936,14611,travel,alone,sunny,afternoon,1,0,0,0,0
1937,3998,work,alone,sunny,morning,1,1,1,0,0
1938,12196,work,alone,sunny,morning,1,1,1,0,0
1939,6023,work,alone,sunny,morning,1,0,0,0,0
1940,3880,travel,alone,sunny,morning,1,0,0,0,0
1941,1371,travel,friends,sunny,morning,1,0,0,34,0
1942,2009,travel,friends,sunny,morning,1,0,0,0,0
1943,17519,travel,friends,sunny,afternoon,1,0,0,0,0
1944,19414,travel,friends,sunny,afternoon,1,1,0,0,0
1945,8905,travel,friends,sunny,afternoon,1,1,0,0,0
1946,8491,travel,friends,sunny,afternoon,1,1,0,0,0
1947,7866,travel,friends,sunny,afternoon,1,1,0,41,0
1948,7854,travel,alone,sunny,morning,1,0,0,0,0
1949,15705,travel,alone,sunny,evening,1,0,0,0,1
1950,19433,work,alone,sunny,morning,1,1,1,0,0
1951,9453,work,alone,sunny,morning,1,1,1,0,0
1952,14584,work,alone,sunny,morning,1,1,0,49,0
1953,3815,work,alone,sunny,morning,1,0,0,0,1
1954,15238,work,alone,sunny,morning,1,0,0,0,0
1955,5023,travel,alone,sunny,afternoon,1,0,0,0,0
1956,19002,travel,friends,sunny,morning,1,0,0,0,0
1957,18056,travel,friends,sunny,morning,1,1,0,0,0
1958,8024,travel,friends,sunny,afternoon,1,1,0,33,0
1959,6734,travel,friends,sunny,evening,1,1,0,0,0
1960,18981,travel,friends,sunny,afternoon,1,1,0,0,0
1961,5881,travel,family,sunny,morning,1,0,0,35,0
1962,3137,travel,family,sunny,morning,1,0,0,41,0
1963,17928,travel,family,sunny,morning,1,1,0,45,0
1964,10028,travel,family,sunny,afternoon,1,0,0,0,0
1965,7394,travel,family,sunny,afternoon,1,1,0,35,0
1966,6784,travel,alone,sunny,afternoon,1,0,0,49,1
1967,15120,travel,alone,sunny,evening,1,1,0,0,0
1968,3577,work,alone,sunny,morning,1,1,1,0,0
1969,2200,work,alone,sunny,morning,1,1,1,0,0
1970,19286,work,alone,sunny,morning,1,1,0,0,0
1971,9498,work,alone,sunny,morning,1,0,0,0,1
1972,2385,work,alone,sunny,morning,1,0,0,45,0
1973,12643,travel,alone,sunny,afternoon,1,0,0,0,0
1974,10360,travel,friends,sunny,afternoon,1,0,0,3,0
1975,15814,travel,friends,sunny,evening,1,1,0,5,0
1976,4775,travel,friends,sunny,afternoon,1,1,0,0,0
1977,9376,work,alone,sunny,morning,1,0,0,3,1
1978,3083,work,alone,sunny,morning,1,0,0,0,0
1979,4721,travel,alone,sunny,afternoon,1,0,0,12,0
1980,7130,travel,friends,sunny,morning,1,0,0,0,0
1981,9939,travel,friends,sunny,morning,1,0,0,18,0
1982,12931,travel,friends,sunny,morning,1,1,0,13,0
1983,5793,travel,friends,sunny,afternoon,1,0,0,0,0
1984,1717,travel,friends,sunny,afternoon,1,1,0,17,0
1985,3231,travel,friends,sunny,afternoon,1,1,0,0,0
1986,1522,travel,friends,sunny,afternoon,1,1,0,0,0
1987,7556,travel,friends,sunny,evening,1,0,0,0,0
1988,7043,travel,friends,sunny,afternoon,1,1,0,17,0
1989,3600,travel,friends,sunny,morning,1,0,0,0,0
1990,7702,travel,friends,sunny,morning,1,1,0,0,0
1991,2291,travel,alone,sunny,morning,1,0,0,0,0
1992,1656,travel,alone,sunny,afternoon,1,0,0,1,1
1993,1705,travel,alone,sunny,evening,1,1,0,0,0
1994,11465,travel,alone,sunny,afternoon,1,0,0,0,0
1995,4551,work,alone,sunny,morning,1,1,1,0,0
1996,4635,work,alone,sunny,morning,1,1,1,0,0
1997,3310,work,alone,sunny,morning,1,1,0,0,0
1998,17348,work,alone,sunny,morning,1,0,0,20,1
1999,15653,work,alone,sunny,morning,1,0,0,0,0
2000,11193,travel,alone,sunny,afternoon,1,0,0,0,0
2001,1031,travel,friends,sunny,morning,1,1,0,7,0
2002,11297,travel,friends,sunny,afternoon,1,1,0,0,0
2003,10608,travel,friends,sunny,afternoon,1,1,0,5,0
2004,3381,travel,friends,sunny,afternoon,1,1,0,0,0
2005,12159,travel,friends,sunny,afternoon,1,1,0,0,0
2006,12621,travel,family,sunny,morning,1,1,0,0,0
2007,9826,travel,family,sunny,morning,1,1,0,0,0
2008,5337,travel,alone,sunny,evening,1,0,0,0,1
2009,10623,travel,alone,sunny,afternoon,1,0,0,0,0
2010,13694,work,alone,sunny,morning,1,1,0,8,0
2011,10558,work,alone,sunny,morning,1,1,0,0,0
2012,14859,travel,alone,sunny,afternoon,1,0,0,0,0
2013,18430,travel,friends,sunny,morning,1,0,0,7,0
2014,2641,travel,friends,sunny,afternoon,1,1,0,0,0
2015,6085,travel,friends,sunny,afternoon,1,1,0,0,0
2016,2116,travel,family,sunny,morning,1,0,0,0,0
2017,11032,travel,family,sunny,morning,1,0,0,6,0
2018,10932,travel,family,sunny,morning,1,1,0,8,0
2019,12901,travel,family,sunny,afternoon,1,0,0,0,0
2020,9407,travel,family,sunny,afternoon,1,1,0,9,0
2021,6407,travel,alone,sunny,afternoon,1,1,0,7,0
2022,5399,travel,alone,sunny,afternoon,1,0,0,0,0
2023,6681,work,alone,sunny,morning,1,1,1,0,0
2024,9981,work,alone,sunny,morning,1,1,1,6,0
2025,14638,work,alone,sunny,morning,1,1,0,0,0
2026,9805,work,alone,sunny,morning,1,0,0,8,1
2027,15905,work,alone,sunny,morning,1,0,0,0,0
2028,3250,travel,alone,sunny,afternoon,1,0,0,6,0
2029,12867,travel,friends,sunny,morning,1,0,0,0,0
2030,9969,travel,friends,sunny,morning,1,1,0,4,0
2031,16673,travel,friends,sunny,afternoon,1,1,0,0,0
2032,8052,travel,friends,sunny,morning,1,1,0,2,0
2033,8079,travel,friends,sunny,evening,1,1,0,0,0
2034,16272,travel,friends,sunny,afternoon,1,1,0,4,0
2035,10712,travel,family,sunny,morning,1,0,0,5,0
2036,7772,travel,family,sunny,morning,1,0,0,4,0
2037,12255,travel,family,sunny,morning,1,0,0,5,0
2038,16412,travel,family,sunny,morning,1,1,0,0,0
2039,12036,travel,alone,sunny,evening,1,1,0,0,0
2040,14425,travel,alone,sunny,evening,1,0,0,0,0
2041,19606,work,alone,sunny,morning,1,1,0,6,0
2042,14960,work,alone,sunny,morning,1,0,0,0,1
2043,10263,travel,alone,sunny,afternoon,1,0,0,0,0
2044,10940,travel,friends,sunny,morning,1,0,0,0,0
2045,16468,travel,friends,sunny,morning,1,1,0,7,0
2046,8952,travel,friends,sunny,morning,1,1,0,0,0
2047,11687,travel,friends,sunny,afternoon,1,1,0,7,0
2048,2140,travel,alone,sunny,afternoon,1,0,0,0,1
2049,9294,travel,alone,sunny,afternoon,1,1,0,0,0
2050,9175,travel,alone,sunny,afternoon,1,0,0,0,0
2051,15278,work,alone,sunny,morning,1,0,0,0,1
2052,14007,travel,alone,sunny,morning,1,0,0,0,0
2053,1665,travel,friends,sunny,morning,1,0,0,0,0
2054,11647,travel,friends,sunny,morning,1,1,0,8,0
2055,8147,travel,friends,sunny,afternoon,1,1,0,0,0
2056,2501,travel,friends,sunny,afternoon,1,1,0,0,0
2057,7204,travel,friends,sunny,evening,1,1,0,0,0
2058,5392,travel,friends,sunny,morning,1,1,0,0,0
2059,12456,travel,family,sunny,morning,1,0,0,7,0
2060,11207,travel,family,sunny,morning,1,0,0,0,0
2061,19874,travel,family,sunny,morning,1,1,0,5,0
2062,9853,travel,family,sunny,afternoon,1,0,0,0,0
2063,11000,travel,family,sunny,afternoon,1,1,0,0,0
2064,3169,travel,alone,sunny,evening,1,0,0,0,1
2065,6966,travel,alone,sunny,evening,1,0,0,0,0
2066,12133,work,alone,sunny,morning,1,1,1,0,0
2067,11237,work,alone,sunny,morning,1,1,1,0,0
2068,7516,work,alone,sunny,morning,1,0,0,5,1
2069,18000,work,alone,sunny,morning,1,0,0,4,0
2070,8817,travel,alone,sunny,afternoon,1,0,0,0,0
2071,12604,travel,friends,sunny,morning,1,0,0,0,0
2072,1973,travel,friends,sunny,afternoon,1,1,0,20,0
2073,7062,travel,friends,sunny,afternoon,1,1,0,0,0
2074,4641,travel,friends,sunny,afternoon,1,1,0,0,0
2075,2243,travel,family,sunny,morning,1,1,0,0,0
2076,10687,travel,family,sunny,afternoon,1,1,0,0,0
2077,8636,travel,alone,sunny,afternoon,1,0,0,19,1
2078,7705,travel,alone,sunny,evening,1,0,0,24,0
2079,13174,work,alone,sunny,morning,1,0,0,0,1
2080,19052,travel,alone,sunny,afternoon,1,0,0,0,0
2081,9433,travel,friends,sunny,morning,1,0,0,1,0
2082,13287,travel,friends,sunny,morning,1,0,0,0,0
2083,4523,travel,friends,sunny,morning,1,1,0,9,0
2084,14952,travel,friends,sunny,morning,1,0,0,0,0
2085,1897,travel,friends,sunny,afternoon,1,1,0,8,0
2086,14996,travel,friends,sunny,morning,1,1,0,11,0
2087,5849,travel,friends,sunny,evening,1,0,0,1,0
2088,3641,travel,friends,sunny,afternoon,1,1,0,0,0
2089,16932,travel,friends,sunny,afternoon,1,0,0,0,0
2090,7613,travel,friends,sunny,afternoon,1,1,0,7,0
2091,2683,travel,alone,sunny,morning,1,0,0,11,0
2092,13015,travel,alone,sunny,afternoon,1,0,0,0,1
2093,7097,work,alone,sunny,morning,1,1,1,0,0
2094,16973,work,alone,sunny,morning,1,1,1,0,0
2095,16129,work,alone,sunny,morning,1,0,0,0,0
2096,2822,travel,alone,sunny,afternoon,1,0,0,2,0
2097,3719,travel,friends,sunny,morning,1,1,0,2,0
2098,2136,travel,friends,sunny,morning,1,1,0,0,0
2099,18696,travel,family,sunny,morning,1,1,0,0,0
2100,12480,work,alone,sunny,morning,1,0,0,3,1
2101,15950,work,alone,sunny,morning,1,0,0,0,0
2102,13927,travel,friends,sunny,morning,1,1,0,22,0
2103,11576,travel,alone,sunny,evening,1,0,0,20,1
2104,1914,travel,alone,sunny,afternoon,1,1,0,0,0
2105,15232,work,alone,sunny,morning,1,1,1,0,0
2106,2636,work,alone,sunny,morning,1,0,0,20,1
2107,13277,work,alone,sunny,morning,1,0,0,20,0
2108,4473,travel,alone,sunny,afternoon,1,0,0,0,0
2109,11657,travel,friends,sunny,morning,1,0,0,0,0
2110,16092,travel,friends,sunny,afternoon,1,1,0,0,0
2111,14419,travel,friends,sunny,afternoon,1,1,0,0,0
2112,6625,travel,friends,sunny,afternoon,1,1,0,0,0
2113,16574,travel,friends,sunny,afternoon,1,1,0,0,0
2114,14316,travel,family,sunny,morning,1,0,0,0,0
2115,15848,travel,family,sunny,morning,1,1,0,0,0
2116,16656,travel,family,sunny,evening,1,0,0,12,0
2117,6145,travel,family,sunny,afternoon,1,1,0,10,0
2118,10689,travel,alone,sunny,afternoon,1,0,0,0,1
2119,8689,travel,alone,sunny,afternoon,1,0,0,0,0
2120,12546,travel,friends,sunny,morning,1,0,0,15,0
2121,9279,travel,friends,sunny,morning,1,1,0,0,0
2122,17402,travel,friends,sunny,afternoon,1,1,0,0,0
2123,19991,travel,friends,sunny,afternoon,1,1,0,9,0
2124,18323,travel,friends,sunny,afternoon,1,1,0,0,0
2125,13872,travel,alone,sunny,evening,1,0,0,0,1
2126,10143,work,alone,sunny,morning,1,1,1,0,0
2127,2030,work,alone,sunny,morning,1,0,0,0,1
2128,6405,work,alone,sunny,morning,1,0,0,12,0
2129,8372,travel,alone,sunny,morning,1,0,0,0,0
2130,3080,travel,friends,sunny,morning,1,1,0,4,0
2131,18692,travel,friends,sunny,afternoon,1,1,0,3,0
2132,11301,travel,friends,sunny,afternoon,1,1,0,0,0
2133,5719,work,alone,sunny,morning,1,1,0,5,0
2134,12556,work,alone,sunny,morning,1,0,0,0,1
2135,9686,travel,alone,sunny,afternoon,1,0,0,9,0
2136,6012,travel,friends,sunny,morning,1,0,0,0,0
2137,7614,travel,friends,sunny,morning,1,1,0,0,0
2138,4386,travel,friends,sunny,afternoon,1,1,0,7,0
2139,7216,travel,friends,sunny,evening,1,1,0,0,0
2140,4157,travel,friends,sunny,afternoon,1,1,0,0,0
2141,8365,travel,family,sunny,morning,1,1,0,0,0
2142,2666,travel,family,sunny,morning,1,1,0,8,0
2143,17661,travel,family,sunny,afternoon,1,0,0,0,0
2144,13958,travel,family,sunny,afternoon,1,1,0,1,0
2145,13868,travel,alone,sunny,evening,1,0,0,1,1
2146,8966,travel,alone,sunny,afternoon,1,1,0,11,0
2147,11377,work,alone,sunny,morning,1,1,0,9,0
2148,5222,work,alone,sunny,morning,1,0,0,0,1
2149,11853,work,alone,sunny,morning,1,0,0,8,0
2150,14635,travel,alone,sunny,morning,1,0,0,0,0
2151,9273,travel,friends,sunny,morning,1,0,0,0,0
2152,18618,travel,friends,sunny,morning,1,1,0,0,0
2153,5540,travel,friends,sunny,afternoon,1,0,0,19,0
2154,2584,travel,friends,sunny,afternoon,1,1,0,0,0
2155,5965,travel,friends,sunny,afternoon,1,1,0,0,0
2156,10877,travel,friends,sunny,morning,1,1,0,29,0
2157,16617,travel,friends,sunny,evening,1,0,0,20,0
2158,14372,travel,friends,sunny,evening,1,1,0,0,0
2159,5885,travel,friends,sunny,morning,1,0,0,0,0
2160,16108,travel,friends,sunny,morning,1,1,0,0,0
2161,3044,travel,alone,sunny,morning,1,0,0,0,0
2162,10447,travel,alone,sunny,evening,1,1,0,0,0
2163,1523,travel,alone,sunny,evening,1,0,0,23,0
2164,8780,work,alone,sunny,morning,1,0,0,0,1
2165,1083,work,alone,sunny,morning,1,0,0,0,0
2166,16961,travel,alone,sunny,afternoon,1,0,0,47,0
2167,12489,travel,friends,sunny,morning,1,0,0,37,0
2168,7952,travel,friends,sunny,morning,1,1,0,0,0
2169,3435,travel,friends,sunny,afternoon,1,1,0,43,0
2170,9995,travel,friends,sunny,evening,1,1,0,0,0
2171,13527,travel,friends,sunny,afternoon,1,1,0,0,0
2172,19271,travel,alone,sunny,evening,1,0,0,0,1
2173,6030,travel,alone,sunny,afternoon,1,1,0,30,0
2174,7469,work,alone,sunny,morning,1,1,1,28,0
2175,10394,work,alone,sunny,morning,1,1,0,0,0
2176,19707,work,alone,sunny,morning,1,0,0,0,1
2177,1405,work,alone,sunny,morning,1,0,0,0,0
2178,15436,travel,alone,sunny,morning,1,0,0,35,0
2179,6666,travel,friends,sunny,morning,1,1,0,41,0
2180,2961,travel,friends,sunny,morning,1,1,0,0,0
2181,16170,travel,friends,sunny,afternoon,1,1,0,0,0
2182,14346,travel,friends,sunny,morning,1,0,0,0,0
2183,11131,travel,family,sunny,morning,1,1,0,0,0
2184,3311,travel,family,sunny,morning,1,1,0,0,0
2185,2453,travel,family,sunny,afternoon,1,0,0,40,0
2186,19824,travel,family,sunny,afternoon,1,1,0,0,0
2187,19518,travel,family,sunny,evening,1,1,0,0,0
2188,1226,travel,alone,sunny,afternoon,1,0,0,50,1
2189,5877,travel,alone,sunny,night,1,0,0,0,1
2190,7436,work,alone,sunny,morning,1,1,0,0,1
2191,18141,travel,alone,sunny,morning,1,0,0,52,0
2192,7522,travel,friends,sunny,morning,1,1,0,0,0
2193,2724,travel,friends,sunny,evening,1,1,0,40,0
2194,17747,travel,friends,sunny,afternoon,1,0,0,0,0
2195,10514,travel,family,sunny,morning,1,0,0,0,0
2196,6522,travel,family,sunny,morning,1,1,0,0,0
2197,9974,travel,family,sunny,afternoon,1,0,0,27,0
2198,7344,travel,family,sunny,afternoon,1,0,0,0,0
2199,12654,travel,alone,sunny,afternoon,1,0,0,37,1
2200,19302,travel,alone,sunny,afternoon,1,0,0,42,0
2201,7245,travel,alone,sunny,evening,1,0,0,0,1
2202,8293,work,alone,sunny,morning,1,1,0,0,1
2203,9765,work,alone,sunny,morning,1,1,1,43,0
2204,18710,work,alone,sunny,morning,1,0,0,0,1
2205,7316,work,alone,sunny,morning,1,1,0,45,0
2206,7970,travel,friends,sunny,morning,1,1,0,0,0
2207,1236,travel,friends,sunny,evening,1,1,0,0,0
2208,10819,travel,family,sunny,morning,1,0,0,0,0
2209,2027,travel,family,sunny,evening,1,0,0,0,0
2210,4952,travel,family,sunny,evening,1,1,0,12,0
2211,17570,travel,alone,sunny,afternoon,1,0,0,0,1
2212,19425,travel,alone,sunny,night,1,0,0,0,1
2213,13673,travel,alone,sunny,evening,1,0,0,0,1
2214,12178,work,alone,sunny,morning,1,1,1,0,0
2215,3038,work,alone,sunny,morning,1,0,0,10,1
2216,8102,travel,friends,sunny,afternoon,1,1,0,0,0
2217,18006,travel,family,sunny,morning,1,1,0,3,0
2218,18806,travel,family,sunny,morning,1,1,0,0,0
2219,15382,travel,family,sunny,afternoon,1,0,0,0,0
2220,6807,travel,alone,sunny,night,1,0,0,2,1
2221,9010,travel,alone,sunny,night,1,0,0,0,1
2222,19195,work,alone,sunny,morning,1,1,1,0,0
2223,13488,work,alone,sunny,morning,1,0,0,0,1
2224,5833,travel,alone,sunny,morning,1,0,0,0,0
2225,3259,travel,friends,sunny,afternoon,1,1,0,1,0
2226,15683,travel,friends,sunny,afternoon,1,1,0,10,0
2227,10420,travel,family,sunny,evening,1,0,0,0,0
2228,4596,travel,family,sunny,afternoon,1,1,0,0,0
2229,16060,travel,alone,sunny,evening,1,0,0,0,1
2230,13645,travel,alone,sunny,night,1,0,0,11,1
2231,10659,work,alone,sunny,morning,1,0,0,0,1
2232,8981,work,alone,sunny,morning,1,1,0,0,0
2233,4622,travel,friends,sunny,afternoon,1,1,0,0,0
2234,13951,travel,family,sunny,morning,1,1,0,0,0
2235,18483,travel,family,sunny,morning,1,1,0,0,0
2236,1626,travel,alone,sunny,evening,1,0,0,0,1
2237,17152,travel,alone,sunny,evening,1,0,0,0,1
2238,5363,work,alone,sunny,morning,1,1,1,3,0
2239,1646,work,alone,sunny,morning,1,0,0,0,1
2240,19833,travel,friends,sunny,morning,1,1,0,49,0
2241,14739,travel,friends,sunny,afternoon,1,1,0,0,0
2242,15106,travel,friends,sunny,afternoon,1,1,0,44,0
2243,7821,travel,friends,sunny,afternoon,1,0,0,0,0
2244,19716,travel,family,sunny,morning,1,1,0,0,0
2245,16533,travel,family,sunny,morning,1,1,0,0,0
2246,3002,travel,family,sunny,afternoon,1,0,0,26,0
2247,14413,travel,family,sunny,afternoon,1,1,0,0,0
2248,13593,travel,family,sunny,evening,1,1,0,0,0
2249,9748,travel,alone,sunny,afternoon,1,0,0,0,1
2250,2953,travel,alone,sunny,afternoon,1,0,0,0,0
2251,19452,travel,alone,sunny,evening,1,0,0,0,1
2252,4150,travel,alone,sunny,evening,1,1,1,42,0
2253,11845,travel,alone,sunny,evening,1,0,0,0,1
2254,19173,travel,alone,sunny,night,1,0,0,0,1
2255,6220,work,alone,sunny,morning,1,1,0,0,1
2256,17841,work,alone,sunny,morning,1,1,1,0,0
2257,12491,work,alone,sunny,morning,1,0,0,0,1
2258,10218,work,alone,sunny,morning,1,1,0,0,0
2259,14497,travel,friends,sunny,morning,1,1,0,6,0
2260,3091,travel,friends,sunny,evening,1,1,0,0,0
2261,12155,travel,family,sunny,evening,1,0,0,0,0
2262,16946,travel,alone,sunny,night,1,0,0,0,1
2263,18657,travel,alone,sunny,morning,1,0,0,0,0
2264,10630,travel,friends,sunny,morning,1,1,0,3,0
2265,15823,travel,friends,sunny,morning,1,1,0,5,0
2266,1106,travel,friends,sunny,evening,1,1,0,0,0
2267,5887,travel,alone,sunny,afternoon,1,1,0,0,0
2268,19158,travel,alone,sunny,evening,1,1,1,4,0
2269,17667,travel,alone,sunny,afternoon,1,0,0,4,1
2270,3854,travel,alone,sunny,evening,1,0,0,0,1
2271,5530,travel,alone,sunny,night,1,1,0,0,1
2272,2734,work,alone,sunny,morning,1,1,1,0,0
2273,8788,work,alone,sunny,morning,1,1,1,5,0
2274,6052,work,alone,sunny,morning,1,0,0,5,1
2275,4915,travel,alone,sunny,morning,1,0,0,37,0
2276,11975,travel,friends,sunny,afternoon,1,1,0,0,0
2277,12968,travel,friends,sunny,afternoon,1,1,0,0,0
2278,5014,travel,friends,sunny,morning,1,0,0,29,0
2279,17282,travel,family,sunny,morning,1,0,0,0,0
2280,19683,travel,family,sunny,morning,1,0,0,44,0
2281,15699,travel,family,sunny,afternoon,1,0,0,0,0
2282,9744,travel,family,sunny,afternoon,1,1,0,47,0
2283,9373,travel,alone,sunny,evening,1,0,0,43,0
2284,5704,travel,alone,sunny,evening,1,0,0,0,1
2285,1803,travel,alone,sunny,night,1,0,0,0,1
2286,12351,travel,alone,sunny,evening,1,0,0,40,1
2287,2935,work,alone,sunny,morning,1,0,0,44,1
2288,12230,work,alone,sunny,morning,1,1,1,0,0
2289,15026,work,alone,sunny,morning,1,0,0,29,1
2290,5636,work,alone,sunny,morning,1,1,0,44,0
2291,1412,travel,alone,sunny,morning,1,0,0,0,0
2292,9735,travel,friends,sunny,morning,1,1,0,0,0
2293,19009,travel,friends,sunny,afternoon,1,1,0,0,0
2294,17018,travel,friends,sunny,morning,1,0,0,0,0
2295,9027,travel,alone,sunny,afternoon,1,1,0,46,0
2296,15296,travel,alone,sunny,afternoon,1,1,0,0,0
2297,14541,travel,alone,sunny,afternoon,1,0,0,52,1
2298,1553,travel,alone,sunny,evening,1,0,0,0,0
2299,1191,travel,alone,sunny,evening,1,1,1,52,0
2300,15351,travel,alone,sunny,afternoon,1,1,1,47,0
2301,12102,travel,alone,sunny,night,1,0,0,0,1
2302,14220,travel,alone,sunny,evening,1,1,0,38,1
