,id,mobile_plan,accept
7379,11951.0,datacall,0.0
7380,10481.0,datagold,0.0
7381,13980.0,datacall,0.0
7382,15960.0,socialmediagold,0.0
7383,3764.0,datasilver,0.0
7384,16404.0,socialmedia,0.0
7385,13307.0,socialmediagold,0.0
7386,14948.0,socialmedia,0.0
7387,9368.0,datacall,0.0
7388,4976.0,socialmedia,0.0
7389,4895.0,socialmediagold,0.0
7390,5539.0,datagold,0.0
7391,19731.0,socialmedia,0.0
7392,12267.0,socialmedia,0.0
7393,19492.0,datagold,0.0
7394,2428.0,socialmediagold,0.0
7395,16571.0,socialmedia,0.0
7396,14643.0,datacall,0.0
7397,6747.0,socialmedia,0.0
7398,11076.0,datacall,0.0
7399,5044.0,datagold,0.0
7400,14411.0,socialmedia,0.0
7401,1891.0,socialmediagold,0.0
7402,17051.0,socialmedia,0.0
7403,6358.0,datacall,0.0
7404,7256.0,socialmedia,0.0
7405,2921.0,socialmedia,0.0
7406,7528.0,socialmedia,0.0
7407,12189.0,socialmedia,0.0
7408,17984.0,socialmedia,0.0
7409,1050.0,datagold,0.0
7410,12394.0,socialmedia,0.0
7411,16127.0,socialmedia,0.0
7412,16993.0,socialmedia,0.0
7413,3811.0,socialmedia,0.0
7414,7382.0,socialmedia,0.0
7415,16727.0,socialmedia,0.0
7416,3465.0,datasilver,0.0
7417,7544.0,datacall,0.0
7418,15667.0,socialmedia,0.0
7419,10921.0,socialmedia,0.0
7420,7219.0,socialmedia,0.0
7421,1847.0,socialmedia,0.0
7422,6469.0,socialmediagold,0.0
7423,5413.0,socialmedia,0.0
7424,10424.0,socialmedia,0.0
7425,8832.0,datasilver,0.0
7426,8171.0,socialmedia,0.0
7427,11995.0,datacall,0.0
7428,19043.0,socialmedia,0.0
7429,18022.0,datacall,0.0
7430,4452.0,datagold,0.0
7431,6341.0,socialmedia,0.0
7432,11968.0,datacall,0.0
7433,19238.0,datagold,0.0
7434,10107.0,socialmedia,0.0
7435,12414.0,socialmedia,0.0
7436,13077.0,datacall,0.0
7437,1251.0,socialmedia,0.0
7438,11557.0,socialmedia,0.0
7439,9964.0,socialmedia,0.0
7440,14153.0,socialmedia,0.0
7441,15818.0,socialmedia,0.0
7442,13683.0,socialmedia,0.0
7443,7402.0,datacall,0.0
7444,9142.0,datagold,0.0
7445,8375.0,socialmedia,0.0
7446,12237.0,socialmedia,0.0
7447,6294.0,datacall,0.0
7448,19347.0,socialmediagold,0.0
7449,3535.0,socialmedia,0.0
7450,8942.0,socialmedia,0.0
7451,3327.0,socialmedia,0.0
7452,13055.0,socialmedia,0.0
7453,8646.0,datagold,0.0
7454,18175.0,socialmedia,0.0
7455,10005.0,socialmediagold,0.0
7456,19644.0,socialmediagold,0.0
7457,11130.0,datacall,0.0
7458,7834.0,datacall,0.0
7459,2247.0,datacall,0.0
7460,17968.0,datagold,0.0
7461,9644.0,socialmedia,0.0
7462,19145.0,datacall,0.0
7463,17431.0,socialmedia,0.0
7464,19990.0,socialmedia,0.0
7465,11605.0,socialmedia,0.0
7466,15527.0,socialmedia,0.0
7467,10852.0,socialmedia,0.0
7468,19244.0,socialmedia,0.0
7469,8633.0,socialmedia,0.0
7470,6847.0,socialmedia,0.0
7471,5878.0,socialmedia,0.0
7472,2663.0,socialmedia,0.0
7473,12182.0,datacall,0.0
7474,12828.0,socialmedia,0.0
7475,3831.0,socialmedia,0.0
7476,9616.0,socialmedia,0.0
7477,3243.0,socialmedia,0.0
7478,14684.0,datacall,0.0
7479,16606.0,socialmediagold,0.0
7480,4741.0,socialmedia,0.0
7481,14172.0,socialmedia,0.0
7482,5203.0,socialmedia,0.0
7483,2108.0,socialmedia,0.0
7484,16040.0,datasilver,0.0
7485,16113.0,socialmedia,0.0
7486,8279.0,socialmedia,0.0
7487,16905.0,socialmedia,0.0
7488,8416.0,socialmedia,0.0
7489,9259.0,socialmedia,0.0
7490,6629.0,socialmedia,0.0
7491,19227.0,socialmedia,0.0
7492,13436.0,socialmedia,0.0
7493,10184.0,socialmedia,0.0
7494,5383.0,socialmedia,0.0
7495,18745.0,socialmediagold,0.0
7496,11737.0,datacall,0.0
7497,11126.0,datagold,0.0
7498,9597.0,socialmedia,0.0
7499,15966.0,socialmedia,0.0
7500,4575.0,datacall,0.0
7501,16425.0,datagold,0.0
7502,4194.0,socialmedia,0.0
7503,11431.0,datacall,0.0
7504,4722.0,datacall,0.0
7505,16357.0,datagold,0.0
7506,10891.0,socialmedia,0.0
7507,15916.0,datagold,0.0
7508,14788.0,socialmediagold,0.0
7509,13380.0,datasilver,0.0
7510,11964.0,socialmedia,0.0
7511,13665.0,socialmediagold,0.0
7512,8856.0,datasilver,0.0
7513,16001.0,datacall,0.0
7514,13567.0,datagold,0.0
7515,18425.0,socialmedia,0.0
7516,12647.0,datagold,0.0
7517,17818.0,socialmedia,0.0
7518,18045.0,datagold,0.0
7519,14087.0,datacall,0.0
7520,8515.0,datagold,0.0
7521,15736.0,socialmedia,0.0
7522,19754.0,socialmedia,0.0
7523,3896.0,datagold,0.0
7524,6449.0,socialmedia,0.0
7525,16450.0,socialmedia,0.0
7526,15333.0,datacall,0.0
7527,16009.0,socialmedia,0.0
7528,16030.0,socialmedia,0.0
7529,11916.0,socialmedia,0.0
7530,2220.0,socialmedia,0.0
7531,9607.0,datacall,0.0
7532,6314.0,socialmedia,0.0
7533,4749.0,datacall,0.0
7534,9138.0,datacall,0.0
7535,19165.0,socialmediagold,0.0
7536,7210.0,socialmedia,0.0
7537,2025.0,socialmediagold,0.0
7538,3268.0,datagold,0.0
7539,3584.0,datagold,0.0
7540,11411.0,socialmediagold,0.0
7541,9240.0,socialmediagold,0.0
7542,4285.0,datasilver,0.0
7543,17371.0,datasilver,0.0
7544,6140.0,datagold,0.0
7545,2705.0,socialmedia,0.0
7546,3633.0,socialmedia,0.0
7547,11601.0,datasilver,0.0
7548,7701.0,socialmediagold,0.0
7549,7059.0,datasilver,0.0
7550,4176.0,socialmedia,0.0
7551,16352.0,datagold,0.0
7552,4534.0,socialmedia,0.0
7553,5367.0,datagold,0.0
7554,17553.0,socialmedia,0.0
7555,5356.0,socialmedia,0.0
7556,13546.0,datagold,0.0
7557,19184.0,socialmedia,0.0
7558,5377.0,datacall,0.0
7559,15390.0,datasilver,0.0
7560,12582.0,socialmedia,0.0
7561,2731.0,datasilver,0.0
7562,7853.0,datasilver,0.0
7563,18475.0,datacall,0.0
7564,19284.0,datasilver,0.0
7565,16503.0,datacall,0.0
7566,11811.0,datacall,0.0
7567,12784.0,datagold,0.0
7568,15923.0,socialmedia,0.0
7569,4789.0,socialmedia,0.0
7570,16150.0,socialmediagold,0.0
7571,16950.0,socialmedia,0.0
7572,6351.0,socialmedia,0.0
7573,5045.0,datasilver,0.0
7574,16840.0,socialmediagold,0.0
7575,19652.0,datasilver,0.0
7576,13120.0,datacall,0.0
7577,6678.0,socialmedia,0.0
7578,14568.0,socialmedia,0.0
7579,13627.0,socialmedia,0.0
7580,7272.0,datagold,0.0
7581,16827.0,socialmedia,0.0
7582,5018.0,datacall,0.0
7583,9952.0,socialmedia,0.0
7584,17956.0,datacall,0.0
7585,1212.0,datacall,0.0
7586,16589.0,datacall,0.0
7587,17059.0,datacall,0.0
7588,10531.0,datagold,0.0
7589,11238.0,datacall,0.0
7590,6802.0,datagold,0.0
7591,10656.0,socialmedia,0.0
7592,3828.0,socialmedia,0.0
7593,3401.0,datasilver,0.0
7594,3418.0,socialmediagold,0.0
7595,9897.0,datacall,0.0
7596,7892.0,socialmedia,0.0
7597,1849.0,socialmedia,0.0
7598,7995.0,socialmedia,0.0
7599,15059.0,socialmedia,0.0
7600,4896.0,socialmedia,0.0
7601,9247.0,socialmedia,0.0
7602,16870.0,socialmedia,0.0
7603,15013.0,socialmedia,0.0
7604,13718.0,datacall,0.0
7605,9593.0,datagold,0.0
7606,3411.0,socialmedia,0.0
7607,8291.0,socialmedia,0.0
7608,6233.0,datacall,0.0
7609,18603.0,socialmedia,0.0
7610,13640.0,socialmedia,0.0
7611,6521.0,socialmedia,0.0
7612,1963.0,socialmedia,0.0
7613,9654.0,socialmedia,0.0
7614,19068.0,socialmedia,0.0
7615,11852.0,datacall,0.0
7616,3068.0,socialmedia,0.0
7617,1563.0,socialmedia,0.0
7618,19266.0,datacall,0.0
7619,16180.0,socialmediagold,0.0
7620,5370.0,socialmedia,0.0
7621,4039.0,socialmedia,0.0
7622,15607.0,socialmedia,0.0
7623,19583.0,datasilver,0.0
7624,12120.0,datacall,0.0
7625,19240.0,datasilver,0.0
7626,2512.0,socialmedia,0.0
7627,18534.0,datagold,0.0
7628,12118.0,socialmedia,0.0
7629,2570.0,socialmedia,0.0
7630,9190.0,datacall,0.0
7631,1480.0,datagold,0.0
7632,18026.0,socialmedia,0.0
7633,5431.0,socialmedia,0.0
7634,8770.0,socialmediagold,0.0
7635,1337.0,socialmedia,0.0
7636,16331.0,datacall,0.0
7637,1217.0,datacall,0.0
7638,17156.0,datagold,0.0
7639,15543.0,datacall,0.0
7640,4678.0,datagold,0.0
7641,3190.0,socialmedia,0.0
7642,14554.0,socialmedia,0.0
7643,18627.0,socialmedia,0.0
7644,13212.0,socialmedia,0.0
7645,11592.0,socialmedia,0.0
7646,1872.0,socialmedia,0.0
7647,2068.0,socialmedia,0.0
7648,8458.0,socialmedia,0.0
7649,8698.0,socialmedia,0.0
7650,18098.0,socialmedia,0.0
7651,8566.0,socialmedia,0.0
7652,2191.0,datagold,0.0
7653,11198.0,socialmedia,0.0
7654,8484.0,datacall,0.0
7655,19249.0,datagold,0.0
7656,11182.0,datasilver,0.0
7657,4415.0,socialmedia,0.0
7658,11748.0,datacall,0.0
7659,10225.0,socialmedia,0.0
7660,7825.0,socialmediagold,0.0
7661,10018.0,datacall,0.0
7662,7848.0,socialmedia,0.0
7663,8670.0,datagold,0.0
7664,12472.0,socialmedia,0.0
7665,17338.0,socialmedia,0.0
7666,16540.0,socialmediagold,0.0
7667,4947.0,socialmedia,0.0
7668,4378.0,datasilver,0.0
7669,15961.0,socialmedia,0.0
7670,7457.0,socialmedia,0.0
7671,16800.0,socialmediagold,0.0
7672,11530.0,datacall,0.0
7673,9711.0,socialmedia,0.0
7674,3747.0,datagold,0.0
7675,19487.0,socialmedia,0.0
7676,15774.0,socialmedia,0.0
7677,1176.0,datacall,0.0
7678,7774.0,datagold,0.0
7679,3810.0,socialmedia,0.0
7680,11105.0,socialmediagold,0.0
7681,10201.0,socialmedia,0.0
7682,4408.0,socialmedia,0.0
7683,4008.0,socialmediagold,0.0
7684,12650.0,datasilver,0.0
7685,17475.0,datacall,0.0
7686,1025.0,datasilver,0.0
7687,11239.0,datasilver,0.0
7688,1015.0,socialmedia,0.0
7689,18417.0,socialmedia,0.0
7690,5642.0,datacall,0.0
7691,10249.0,datagold,0.0
7692,12079.0,datasilver,0.0
7693,4521.0,socialmediagold,0.0
7694,16456.0,socialmedia,0.0
7695,14852.0,socialmedia,0.0
7696,17530.0,socialmedia,0.0
7697,1585.0,datasilver,0.0
7698,16157.0,socialmedia,0.0
7699,15873.0,datagold,0.0
7700,1006.0,socialmedia,0.0
7701,11689.0,socialmedia,0.0
7702,4832.0,socialmedia,0.0
7703,19044.0,socialmedia,0.0
7704,5004.0,datacall,0.0
7705,16101.0,datagold,0.0
7706,10179.0,socialmediagold,0.0
7707,14916.0,socialmedia,0.0
7708,3975.0,socialmedia,0.0
7709,9758.0,datacall,0.0
7710,3686.0,socialmediagold,0.0
7711,6310.0,socialmedia,0.0
7712,16587.0,socialmedia,0.0
7713,7889.0,socialmedia,0.0
7714,7096.0,socialmedia,0.0
7715,17141.0,socialmedia,0.0
7716,12380.0,socialmedia,0.0
7717,5251.0,datacall,0.0
7718,7189.0,socialmedia,0.0
7719,15917.0,socialmedia,0.0
7720,10004.0,datacall,0.0
7721,11537.0,socialmedia,0.0
7722,4963.0,socialmediagold,0.0
7723,19817.0,datasilver,0.0
7724,15530.0,socialmediagold,0.0
7725,7716.0,datacall,0.0
7726,6304.0,socialmedia,0.0
7727,15614.0,socialmedia,0.0
7728,16314.0,socialmedia,0.0
7729,9594.0,socialmedia,0.0
7730,6485.0,socialmediagold,0.0
7731,12038.0,socialmedia,0.0
7732,7369.0,socialmedia,0.0
7733,18345.0,datasilver,0.0
7734,9661.0,socialmedia,0.0
7735,4249.0,socialmedia,0.0
7736,10089.0,socialmedia,0.0
7737,10448.0,socialmedia,0.0
7738,7500.0,socialmediagold,0.0
7739,4055.0,socialmedia,0.0
7740,12733.0,socialmediagold,0.0
7741,3762.0,datacall,0.0
7742,1814.0,datacall,0.0
7743,17816.0,datagold,0.0
7744,8406.0,socialmedia,0.0
7745,19242.0,datacall,0.0
7746,15980.0,socialmedia,0.0
7747,13263.0,datacall,0.0
7748,16433.0,socialmediagold,0.0
7749,19958.0,socialmedia,0.0
7750,14160.0,socialmedia,0.0
7751,7140.0,socialmedia,0.0
7752,12780.0,socialmedia,0.0
7753,9631.0,datasilver,0.0
7754,11488.0,socialmedia,0.0
7755,1066.0,socialmedia,0.0
7756,5387.0,socialmedia,0.0
7757,16344.0,datagold,0.0
7758,8705.0,socialmedia,0.0
7759,6729.0,datacall,0.0
7760,13235.0,datagold,0.0
7761,4813.0,socialmediagold,0.0
7762,15685.0,datasilver,0.0
7763,3494.0,socialmedia,0.0
7764,8142.0,datacall,0.0
7765,8420.0,socialmedia,0.0
7766,15330.0,socialmedia,0.0
7767,17929.0,socialmediagold,0.0
7768,16350.0,datacall,0.0
7769,8696.0,socialmedia,0.0
7770,9395.0,datagold,0.0
7771,4578.0,socialmedia,0.0
7772,8047.0,datagold,0.0
7773,18907.0,socialmedia,0.0
7774,18380.0,socialmedia,0.0
7775,11628.0,socialmedia,0.0
7776,16766.0,socialmedia,0.0
7777,12033.0,datasilver,0.0
7778,3785.0,socialmedia,0.0
7779,9195.0,datagold,0.0
7780,14047.0,datacall,0.0
7781,19147.0,socialmedia,0.0
7782,7401.0,datacall,0.0
7783,5705.0,datacall,0.0
7784,8581.0,datagold,0.0
7785,14209.0,socialmedia,0.0
7786,11934.0,socialmedia,0.0
7787,13976.0,datacall,0.0
7788,11633.0,datagold,0.0
7789,4411.0,socialmediagold,0.0
7790,10707.0,datasilver,0.0
7791,13771.0,socialmedia,0.0
7792,18642.0,socialmedia,0.0
7793,6015.0,socialmedia,0.0
7794,16340.0,socialmedia,0.0
7795,11756.0,socialmedia,0.0
7796,14022.0,datagold,0.0
7797,4002.0,socialmedia,0.0
7798,1912.0,socialmediagold,0.0
7799,5502.0,socialmedia,0.0
7800,6472.0,socialmedia,0.0
7801,11881.0,socialmedia,0.0
7802,19074.0,datasilver,0.0
7803,11493.0,datacall,0.0
7804,18790.0,socialmedia,0.0
7805,16262.0,datagold,0.0
7806,18996.0,socialmedia,0.0
7807,10748.0,socialmedia,0.0
7808,15557.0,datacall,0.0
7809,12042.0,socialmediagold,0.0
7810,8853.0,socialmedia,0.0
7811,15023.0,socialmediagold,0.0
7812,8753.0,socialmedia,0.0
7813,19665.0,socialmedia,0.0
7814,13776.0,datacall,0.0
7815,9220.0,datacall,0.0
7816,14225.0,socialmedia,0.0
7817,18373.0,datacall,0.0
7818,17324.0,datagold,0.0
7819,19510.0,socialmediagold,0.0
7820,9812.0,datasilver,0.0
7821,16597.0,socialmedia,0.0
7822,10590.0,datacall,0.0
7823,6705.0,socialmedia,0.0
7824,9188.0,socialmedia,0.0
7825,9450.0,datacall,0.0
7826,2015.0,socialmedia,0.0
7827,14464.0,socialmedia,0.0
7828,13801.0,socialmedia,0.0
7829,15732.0,datacall,0.0
7830,13829.0,datagold,0.0
7831,11992.0,socialmedia,0.0
7832,14591.0,socialmedia,0.0
7833,3610.0,datacall,0.0
7834,1624.0,socialmedia,0.0
7835,1335.0,socialmediagold,0.0
7836,13920.0,socialmedia,0.0
7837,1112.0,socialmedia,0.0
7838,4456.0,datasilver,0.0
7839,14394.0,socialmediagold,0.0
7840,1577.0,datagold,0.0
7841,11309.0,socialmedia,0.0
7842,10158.0,datacall,0.0
7843,7812.0,datagold,0.0
7844,12162.0,socialmedia,0.0
7845,14679.0,socialmedia,0.0
7846,18490.0,socialmedia,0.0
7847,9257.0,datasilver,0.0
7848,11147.0,datasilver,0.0
7849,7048.0,socialmediagold,0.0
7850,18379.0,datacall,0.0
7851,9917.0,socialmedia,0.0
7852,7720.0,datacall,0.0
7853,16602.0,socialmedia,0.0
7854,9569.0,socialmedia,0.0
7855,7687.0,datacall,0.0
7856,6864.0,datagold,0.0
7857,15180.0,socialmediagold,0.0
7858,10361.0,socialmedia,0.0
7859,2444.0,socialmedia,0.0
7860,6741.0,socialmediagold,0.0
7861,17795.0,socialmedia,0.0
7862,13118.0,socialmedia,0.0
7863,16469.0,socialmediagold,0.0
7864,4649.0,socialmedia,0.0
7865,17798.0,socialmedia,0.0
7866,10363.0,socialmedia,0.0
7867,13444.0,socialmedia,0.0
7868,9064.0,datacall,0.0
7869,16737.0,socialmedia,0.0
7870,19832.0,datacall,0.0
7871,9150.0,datacall,0.0
7872,8882.0,datacall,0.0
7873,7996.0,socialmedia,0.0
7874,19454.0,socialmediagold,0.0
7875,12271.0,socialmedia,0.0
7876,11153.0,socialmediagold,0.0
7877,8729.0,datacall,0.0
7878,2508.0,socialmedia,0.0
7879,8246.0,socialmedia,0.0
7880,7466.0,socialmedia,0.0
7881,6329.0,socialmedia,0.0
7882,15718.0,socialmedia,0.0
7883,2164.0,socialmedia,0.0
7884,8872.0,socialmedia,0.0
7885,13883.0,socialmedia,0.0
7886,11166.0,socialmedia,0.0
7887,15104.0,datacall,0.0
7888,7942.0,datagold,0.0
7889,3956.0,socialmediagold,0.0
7890,17149.0,socialmedia,0.0
7891,19592.0,socialmedia,0.0
7892,17790.0,socialmedia,0.0
7893,11577.0,datacall,0.0
7894,7551.0,socialmedia,0.0
7895,7184.0,datacall,0.0
7896,8404.0,datacall,0.0
7897,2987.0,datagold,0.0
7898,18897.0,socialmedia,0.0
7899,10374.0,socialmedia,0.0
7900,1675.0,socialmedia,0.0
7901,7208.0,datacall,0.0
7902,17323.0,socialmedia,0.0
7903,1984.0,socialmediagold,0.0
7904,5171.0,datasilver,0.0
7905,13629.0,socialmedia,0.0
7906,18610.0,socialmedia,0.0
7907,6558.0,datagold,0.0
7908,12316.0,datagold,0.0
7909,19739.0,socialmediagold,0.0
7910,15627.0,socialmedia,0.0
7911,6240.0,socialmediagold,0.0
7912,19563.0,socialmedia,0.0
7913,16152.0,socialmedia,0.0
7914,9492.0,socialmedia,0.0
7915,5388.0,datagold,0.0
7916,11909.0,socialmedia,0.0
7917,2199.0,socialmedia,0.0
7918,18732.0,socialmediagold,0.0
7919,8776.0,datacall,0.0
7920,15175.0,socialmedia,0.0
7921,3777.0,socialmedia,0.0
7922,3270.0,socialmedia,0.0
7923,3284.0,datacall,0.0
7924,6925.0,socialmediagold,0.0
7925,4281.0,socialmedia,0.0
7926,1466.0,socialmedia,0.0
7927,9880.0,datasilver,0.0
7928,4591.0,socialmedia,0.0
7929,18028.0,socialmedia,0.0
7930,6107.0,socialmedia,0.0
7931,8367.0,datacall,0.0
7932,14111.0,datagold,0.0
7933,4552.0,socialmedia,0.0
7934,16805.0,socialmedia,0.0
7935,10838.0,datacall,0.0
7936,6276.0,datagold,0.0
7937,16865.0,socialmedia,0.0
7938,13794.0,socialmedia,0.0
7939,13491.0,datacall,0.0
7940,5544.0,socialmedia,0.0
7941,16967.0,datacall,0.0
7942,5019.0,socialmediagold,0.0
7943,15967.0,socialmedia,0.0
7944,14069.0,socialmedia,0.0
7945,12787.0,datacall,0.0
7946,9684.0,datacall,0.0
7947,11656.0,socialmedia,0.0
7948,8084.0,datacall,0.0
7949,18132.0,socialmedia,0.0
7950,7348.0,datacall,0.0
7951,17893.0,datasilver,0.0
7952,12602.0,socialmedia,0.0
7953,3933.0,datacall,0.0
7954,17382.0,socialmedia,0.0
7955,5353.0,socialmedia,0.0
7956,5819.0,socialmedia,0.0
7957,3442.0,socialmedia,0.0
7958,3430.0,datacall,0.0
7959,16481.0,datagold,0.0
7960,10093.0,datagold,0.0
7961,15604.0,socialmedia,0.0
7962,8433.0,socialmedia,0.0
7963,9478.0,datacall,0.0
7964,11691.0,datagold,0.0
7965,16173.0,socialmedia,0.0
7966,9268.0,datasilver,0.0
7967,17733.0,socialmedia,0.0
7968,12236.0,socialmedia,0.0
7969,4808.0,datagold,0.0
7970,11987.0,socialmedia,0.0
7971,14483.0,socialmediagold,0.0
7972,8852.0,socialmedia,0.0
7973,11594.0,datasilver,0.0
7974,2466.0,socialmedia,0.0
7975,14771.0,socialmediagold,0.0
7976,17204.0,socialmedia,0.0
7977,2387.0,socialmedia,0.0
7978,17923.0,datasilver,0.0
7979,13267.0,socialmediagold,0.0
7980,17304.0,socialmedia,0.0
7981,19882.0,datagold,0.0
7982,15243.0,datacall,0.0
7983,10230.0,socialmedia,0.0
7984,14117.0,datasilver,0.0
7985,2623.0,datacall,0.0
7986,6975.0,datacall,0.0
7987,9200.0,datagold,0.0
7988,13414.0,socialmedia,0.0
7989,7511.0,socialmedia,0.0
7990,15312.0,datacall,0.0
7991,7021.0,datagold,0.0
7992,10185.0,socialmediagold,0.0
7993,5489.0,datasilver,0.0
7994,14863.0,socialmedia,0.0
7995,17932.0,datasilver,0.0
7996,3168.0,datacall,0.0
7997,9302.0,socialmedia,0.0
7998,8725.0,datagold,0.0
7999,3530.0,socialmedia,0.0
8000,7739.0,socialmedia,0.0
8001,18460.0,datasilver,0.0
8002,2017.0,socialmedia,0.0
8003,7617.0,datacall,0.0
8004,17748.0,socialmediagold,0.0
8005,12707.0,socialmedia,0.0
8006,11128.0,socialmedia,0.0
8007,14601.0,socialmedia,0.0
8008,7992.0,datasilver,0.0
8009,5192.0,socialmedia,0.0
8010,9108.0,datasilver,0.0
8011,12844.0,socialmedia,0.0
8012,7764.0,socialmedia,0.0
8013,4959.0,socialmedia,0.0
8014,15610.0,socialmedia,0.0
8015,1689.0,datagold,0.0
8016,8772.0,socialmedia,0.0
8017,6907.0,socialmediagold,0.0
8018,10763.0,datagold,0.0
8019,12168.0,datagold,0.0
8020,10732.0,socialmedia,0.0
8021,16879.0,socialmedia,0.0
8022,4740.0,datacall,0.0
8023,13984.0,datagold,0.0
8024,18168.0,datasilver,0.0
8025,18885.0,socialmedia,0.0
8026,8526.0,socialmedia,0.0
8027,6348.0,socialmedia,0.0
8028,13222.0,socialmedia,0.0
8029,11230.0,socialmedia,0.0
8030,4379.0,socialmedia,0.0
8031,16053.0,socialmedia,0.0
8032,12252.0,socialmedia,0.0
8033,19703.0,datagold,0.0
8034,7300.0,socialmedia,0.0
8035,3839.0,socialmedia,0.0
8036,9484.0,datagold,0.0
8037,5847.0,socialmedia,0.0
8038,12268.0,socialmedia,0.0
8039,3065.0,datacall,0.0
8040,9710.0,socialmedia,0.0
8041,15286.0,socialmedia,0.0
8042,5103.0,socialmedia,0.0
8043,2309.0,socialmedia,0.0
8044,14862.0,socialmedia,0.0
8045,15464.0,socialmedia,0.0
8046,4945.0,datacall,0.0
8047,4782.0,socialmedia,0.0
8048,2902.0,socialmedia,0.0
8049,4626.0,datacall,0.0
8050,14456.0,socialmedia,0.0
8051,18594.0,socialmedia,0.0
8052,17949.0,datasilver,0.0
8053,10599.0,socialmedia,0.0
8054,5785.0,socialmedia,0.0
8055,6300.0,socialmedia,0.0
8056,8202.0,datacall,0.0
8057,14756.0,socialmedia,0.0
8058,9270.0,datacall,0.0
8059,13147.0,datacall,0.0
8060,18966.0,socialmedia,0.0
8061,15052.0,datacall,0.0
8062,10372.0,datagold,0.0
8063,12083.0,socialmedia,0.0
8064,5694.0,socialmedia,0.0
8065,16154.0,socialmedia,0.0
8066,16994.0,socialmedia,0.0
8067,18209.0,socialmedia,0.0
8068,18303.0,socialmedia,0.0
8069,5284.0,socialmedia,0.0
8070,5477.0,socialmedia,0.0
8071,13792.0,socialmedia,0.0
8072,2851.0,socialmedia,0.0
8073,6272.0,socialmedia,0.0
8074,13889.0,socialmedia,0.0
8075,10654.0,socialmedia,0.0
8076,5979.0,socialmediagold,0.0
8077,12415.0,socialmedia,0.0
8078,12413.0,datasilver,0.0
8079,17631.0,datagold,0.0
8080,16643.0,datacall,0.0
8081,12802.0,datasilver,0.0
8082,10596.0,socialmedia,0.0
8083,16991.0,datasilver,0.0
8084,6906.0,socialmedia,0.0
8085,18622.0,datacall,0.0
8086,3112.0,socialmedia,0.0
8087,15991.0,socialmedia,0.0
8088,1423.0,socialmedia,0.0
8089,10559.0,socialmedia,0.0
8090,16298.0,socialmedia,0.0
8091,4448.0,socialmedia,0.0
8092,8476.0,socialmedia,0.0
8093,14293.0,socialmedia,0.0
8094,9889.0,socialmedia,0.0
8095,10178.0,socialmedia,0.0
8096,19803.0,socialmedia,0.0
8097,11414.0,datacall,0.0
8098,19560.0,datacall,0.0
8099,6934.0,socialmedia,0.0
8100,17138.0,socialmedia,0.0
8101,10651.0,socialmedia,0.0
8102,8351.0,socialmedia,0.0
8103,10117.0,socialmedia,0.0
8104,8556.0,socialmedia,0.0
8105,3587.0,socialmedia,0.0
8106,3360.0,socialmedia,0.0
8107,7045.0,socialmedia,0.0
8108,5889.0,socialmedia,0.0
8109,2001.0,datagold,0.0
8110,1880.0,socialmedia,0.0
8111,2210.0,socialmedia,0.0
8112,19641.0,socialmedia,0.0
8113,2145.0,socialmedia,0.0
8114,12975.0,socialmedia,0.0
8115,8894.0,socialmediagold,0.0
8116,9085.0,socialmedia,0.0
8117,10436.0,socialmedia,0.0
8118,4131.0,socialmediagold,0.0
8119,2686.0,datacall,0.0
8120,16419.0,socialmedia,0.0
8121,15877.0,datasilver,0.0
8122,15137.0,socialmedia,0.0
8123,9218.0,datacall,0.0
8124,13563.0,datasilver,0.0
8125,5099.0,socialmedia,0.0
8126,11529.0,socialmedia,0.0
8127,15060.0,socialmedia,0.0
8128,3985.0,socialmedia,0.0
8129,19742.0,socialmedia,0.0
8130,11546.0,datasilver,0.0
8131,15471.0,socialmedia,0.0
8132,18721.0,socialmedia,0.0
8133,1769.0,socialmedia,0.0
8134,15982.0,datacall,0.0
8135,16563.0,datacall,0.0
8136,7784.0,socialmedia,0.0
8137,11648.0,datagold,0.0
8138,1562.0,socialmedia,0.0
8139,11914.0,socialmedia,0.0
8140,8720.0,socialmedia,0.0
8141,9847.0,datasilver,0.0
8142,13424.0,socialmedia,0.0
8143,4149.0,socialmedia,0.0
8144,12509.0,socialmedia,0.0
8145,5009.0,socialmedia,0.0
8146,10432.0,datagold,0.0
8147,13216.0,socialmedia,0.0
8148,5454.0,socialmedia,0.0
8149,5828.0,socialmedia,0.0
8150,10697.0,datasilver,0.0
8151,5341.0,socialmedia,0.0
8152,10594.0,socialmedia,0.0
8153,17599.0,datagold,0.0
8154,5731.0,socialmedia,0.0
8155,7098.0,socialmedia,0.0
8156,9840.0,socialmedia,0.0
8157,17248.0,socialmedia,0.0
8158,4083.0,socialmedia,0.0
8159,18156.0,socialmedia,0.0
8160,10668.0,socialmedia,0.0
8161,4204.0,datasilver,0.0
8162,10306.0,datasilver,0.0
8163,11187.0,datasilver,0.0
8164,16813.0,datagold,0.0
8165,13610.0,datasilver,0.0
8166,13201.0,datagold,0.0
8167,5534.0,socialmedia,0.0
8168,19557.0,datasilver,0.0
8169,18958.0,socialmedia,0.0
8170,14544.0,socialmediagold,0.0
8171,3393.0,datacall,0.0
8172,19355.0,socialmedia,0.0
8173,1438.0,socialmedia,0.0
8174,5801.0,socialmediagold,0.0
8175,3376.0,socialmediagold,0.0
8176,9229.0,socialmedia,0.0
8177,13696.0,socialmedia,0.0
8178,12082.0,datasilver,0.0
