,id,gender,age,education,profession,income,marital_status,continent,fb_freq,yt_freq,insta_freq,use_less_than_2GB,use_2GB_to_4GB,num_child
3036,1777,male,23,undergrad,student,lower-middle,single,america,0,1,15,5,0,  0
3037,19218,male,24,undergrad,student,middle,single,asia,0,3,14,4,0,    0
3038,5556,male,24,undergrad,student,lower-middle,single,asia,0,1,18,5,0, 0
3039,9088,male,24,undergrad,student,lower-middle,single,europe,0,1,10,8,0,0
3040,18377,male,24,undergrad,student,lower-middle,single,europe,0,1,9,5,0,    0
3041,10911,male,25,undergrad,student,lower-middle,single,europe,0,2,15,6,0,  0
3042,2813,male,21,undergrad,student,lower-middle,single,europe,0,1,18,8,0,    0
3043,16231,other,24,undergrad,student,middle,single,europe,0,1,13,8,0,0
3044,17538,other,27,postgrad,unemployed,middle,married,europe,6,3,5,7,3,0
3045,1937,female,29,postgrad,unemployed,middle,married,asia,8,3,4,7,3,   0
3046,9614,female,26,postgrad,unemployed,middle,married,asia,8,3,5,8,1,    0
3047,18435,female,26,postgrad,unemployed,middle,married,europe,8,3,4,7,3,0
3048,19462,female,27,postgrad,unemployed,middle,married,asia,5,1,6,7,2,0
3049,19334,female,27,postgrad,unemployed,middle,married,europe,7,2,7,6,1,  0
3050,4331,female,26,postgrad,unemployed,middle,married,america,6,3,8,5,2,   0
3051,12539,female,29,postgrad,unemployed,middle,married,asia,4,1,7,6,3, 0
3052,13715,female,27,postgrad,unemployed,middle,married,america,6,2,5,6,1,    0
3053,13025,female,26,postgrad,unemployed,middle,married,europe,6,2,6,7,2,0
3054,6008,female,29,postgrad,unemployed,middle,married,america,4,2,4,4,3,   0
3055,15099,female,28,postgrad,unemployed,middle,married,asia,8,1,8,7,2,    0
3056,1442,female,30,postgrad,unemployed,middle,married,asia,6,1,8,8,1, 0
3057,3943,female,28,postgrad,unemployed,middle,married,asia,8,2,4,4,3,    0
3058,5691,female,26,postgrad,unemployed,middle,married,europe,4,1,4,6,3, 0
3059,7368,female,26,postgrad,unemployed,middle,married,asia,6,3,5,6,1,  0
3060,14557,female,27,postgrad,unemployed,middle,married,europe,8,1,4,6,2,0
3061,10421,male,21,unknown,student,extreme upper,single,asia,1,1,3,2,1,0
3062,12180,male,25,unknown,student,extreme upper,single,america,0,1,1,2,1, 0
3063,3524,other,25,unknown,student,upper,single,oceania,0,3,3,2,1,0
3064,11747,male,23,unknown,student,extreme upper,single,asia,0,2,3,2,1,  0
3065,11642,male,23,unknown,student,upper-middle,single,asia,1,1,3,1,1,  0
3066,4005,male,23,unknown,student,extreme upper,single,america,1,3,3,2,1, 0
3067,16638,male,23,unknown,student,extreme upper,single,asia,1,3,1,2,0,  0
3068,15291,male,22,unknown,student,extreme upper,single,europe,1,3,2,1,1, 0
3069,17490,male,21,unknown,student,extreme upper,single,europe,0,3,1,2,0,0
3070,10466,male,23,unknown,student,extreme upper,single,europe,1,2,2,2,1,  0
3071,17507,male,21,unknown,student,extreme upper,single,asia,1,2,3,2,1,0
3072,18499,male,24,unknown,student,extreme upper,single,asia,1,1,2,1,0, 0
3073,4003,male,24,unknown,student,extreme upper,single,europe,1,2,3,2,0, 0
3074,9075,male,25,unknown,student,extreme upper,single,asia,0,1,2,2,1,   0
3075,13861,other,26,unknown,employed,middle,married,europe,0,1,1,1,3, 1
3076,17755,male,28,unknown,employed,lower-middle,married,asia,0,1,1,1,1, 1
3077,1933,male,28,unknown,employed,middle,married,america,0,2,2,0,3,   1
3078,7323,male,26,unknown,employed,middle,married,asia,0,3,3,0,1,   2
3079,6138,male,30,unknown,employed,lower-middle,married,europe,0,2,1,0,2,1
3080,6264,male,26,unknown,employed,lower-middle,married,america,0,1,2,0,2, 2
3081,16857,male,27,unknown,employed,middle,married,oceania,0,2,2,0,1,   4
3082,7438,male,29,unknown,employed,middle,married,america,0,1,2,0,3,1
3083,4443,male,29,unknown,employed,middle,married,europe,0,3,3,0,1,    3
3084,8117,male,29,unknown,employed,lower-middle,married,europe,0,3,1,1,1,3
3085,10102,male,27,unknown,employed,middle,married,europe,0,3,3,0,2, 3
3086,15483,male,29,unknown,employed,lower-middle,married,asia,0,2,3,1,1, 1
3087,1001,male,28,unknown,employed,middle,married,america,0,3,1,1,3,    1
3088,11625,male,28,unknown,employed,lower-middle,married,oceania,0,3,3,1,1, 2
3089,13652,male,27,unknown,employed,middle,married,asia,0,1,2,1,1,    1
3090,17625,male,28,unknown,employed,lower-middle,married,europe,0,1,3,0,2,   4
3091,2819,female,41,undergrad,employed,lower-middle,single,europe,1,1,5,4,2, 1
3092,13034,female,43,undergrad,employed,lower-middle,single,america,0,0,8,5,3,   1
3093,14450,female,41,undergrad,employed,lower-middle,single,america,0,1,4,6,1,  4
3094,18394,female,32,grad,employed,lower-middle,single,europe,4,0,3,7,1,    1
3095,2331,female,34,grad,employed,lower,single,europe,8,0,2,5,2, 2
3096,2207,female,31,grad,employed,lower-middle,single,europe,7,1,2,5,1,  1
3097,14900,female,35,grad,employed,lower-middle,single,europe,8,0,3,6,3, 2
3098,1885,other,33,grad,employed,lower,single,europe,7,1,2,6,3,   1
3099,9226,female,31,grad,employed,lower-middle,single,america,7,1,3,5,3, 1
3100,14230,female,34,grad,employed,lower-middle,single,europe,6,0,1,7,2, 3
3101,16705,female,34,grad,employed,lower,single,asia,7,1,2,4,1, 1
3102,5102,female,35,grad,employed,lower-middle,single,europe,8,1,2,4,1,2
3103,1267,male,33,grad,employed,middle,married,europe,1,0,7,1,1,   4
3104,9783,male,32,grad,employed,middle,married,asia,0,0,8,0,0, 1
3105,1845,male,33,grad,employed,upper-middle,married,america,1,0,5,0,1,2
3106,19776,other,33,grad,employed,upper-middle,married,europe,0,1,4,1,0,   2
3107,17596,male,35,grad,employed,middle,married,america,1,0,8,1,0,1
3108,17792,male,32,grad,employed,upper-middle,married,asia,1,0,6,1,0,2
3109,19757,male,35,grad,employed,upper-middle,married,europe,1,1,5,1,0,    2
3110,12570,male,33,grad,employed,upper-middle,married,america,1,0,6,1,0, 1
3111,18196,male,31,grad,employed,middle,married,europe,1,1,5,0,1, 1
3112,1411,male,31,grad,employed,middle,married,america,0,0,6,1,1,   1
3113,17292,female,66,postgrad,employed,lower-middle,single,america,3,6,5,5,3,    0
3114,17624,female,78,postgrad,employed,lower-middle,single,asia,1,6,4,5,3,    0
3115,18144,other,52,postgrad,employed,lower-middle,single,europe,3,5,8,6,2,   0
3116,17803,other,56,postgrad,employed,lower-middle,single,europe,2,8,6,7,1,  0
3117,12607,other,53,postgrad,employed,lower-middle,single,asia,1,7,6,8,3,  0
3118,10880,other,75,postgrad,employed,lower-middle,single,europe,1,6,5,7,3,    0
3119,2507,female,70,postgrad,employed,lower-middle,single,america,2,5,5,6,2,  0
3120,2759,female,79,postgrad,employed,lower-middle,single,america,1,7,8,7,1, 0
3121,13400,female,69,postgrad,employed,lower-middle,single,asia,3,4,7,6,2, 0
3122,8042,female,51,postgrad,employed,lower-middle,single,america,2,4,7,5,3,   0
3123,4912,female,60,postgrad,employed,lower-middle,single,asia,3,5,5,7,3,  0
3124,1724,female,27,postgrad,employed,lower-middle,married,america,1,1,0,11,0,    0
3125,6752,female,26,postgrad,employed,lower-middle,married,america,0,1,1,11,0,   0
3126,9079,female,27,postgrad,employed,lower-middle,married,asia,0,1,0,15,0,   0
3127,15090,other,29,postgrad,employed,middle,married,oceania,1,1,0,13,1, 0
3128,10893,female,28,postgrad,employed,lower-middle,married,america,0,1,0,22,1,0
3129,15336,female,28,postgrad,employed,lower-middle,married,america,0,0,0,11,1,    0
3130,18974,male,35,postgrad,employed,middle,married,america,0,0,8,10,4,    1
3131,6592,other,35,postgrad,employed,middle,married,america,0,0,4,17,8,  1
3132,5527,male,32,postgrad,employed,middle,married,america,0,0,7,17,6, 3
3133,9801,male,33,postgrad,employed,upper-middle,married,europe,0,0,4,20,5, 1
3134,18568,other,35,postgrad,employed,upper-middle,married,america,0,0,4,19,4, 3
3135,5394,male,35,postgrad,employed,upper-middle,married,europe,0,0,4,12,5,   1
3136,7493,male,35,postgrad,employed,middle,married,oceania,0,0,6,23,7, 3
3137,13260,other,24,unknown,unemployed,middle,married,asia,0,1,2,7,7,    3
3138,10199,female,24,unknown,unemployed,middle,married,oceania,1,3,3,8,6, 2
3139,14282,female,22,unknown,unemployed,upper-middle,married,america,0,1,2,4,7, 2
3140,4780,female,24,unknown,unemployed,middle,married,europe,0,1,3,7,6, 2
3141,11358,female,25,unknown,unemployed,middle,married,asia,0,1,2,4,6, 2
3142,1103,female,23,unknown,unemployed,upper-middle,married,asia,1,3,2,8,4,1
3143,2241,female,21,unknown,unemployed,middle,married,europe,0,3,1,7,7,    2
3144,18461,other,22,unknown,unemployed,middle,married,europe,1,3,3,4,5,   1
3145,8090,female,24,unknown,unemployed,upper-middle,married,europe,1,2,3,4,8,3
3146,15511,female,21,unknown,unemployed,upper-middle,married,europe,0,2,1,8,8,   1
3147,14779,female,23,unknown,unemployed,upper-middle,married,europe,1,1,1,7,4,  1
3148,16163,female,21,unknown,unemployed,middle,married,europe,0,2,2,6,4,2
3149,3864,female,23,unknown,unemployed,middle,married,america,0,2,1,5,8, 2
3150,1531,female,24,unknown,unemployed,upper-middle,married,america,1,1,2,8,4,    1
3151,13506,female,23,unknown,unemployed,upper-middle,married,europe,0,1,1,5,5, 4
3152,19307,female,21,unknown,unemployed,upper-middle,married,asia,0,2,3,7,6, 4
3153,15056,female,23,unknown,unemployed,middle,married,asia,1,3,1,8,8,  1
3154,15840,female,21,unknown,unemployed,middle,married,asia,1,2,1,8,5,   4
3155,7673,female,23,unknown,unemployed,upper-middle,married,europe,1,3,3,5,5, 1
3156,11234,female,21,unknown,student,lower,single,europe,11,12,2,0,0, 0
3157,8346,female,25,unknown,student,lower,single,europe,20,9,1,0,0,   0
3158,12314,female,22,unknown,student,lower,single,europe,15,14,2,0,0,0
3159,14908,female,21,unknown,student,lower,single,europe,18,9,3,0,0,    0
3160,13831,female,22,unknown,student,lower,single,asia,22,23,2,1,0,0
3161,5228,female,21,unknown,student,lower,single,oceania,16,18,2,0,0,    0
3162,3567,other,24,unknown,student,lower,single,oceania,15,21,2,1,0,0
3163,18042,female,21,unknown,student,lower,single,asia,10,23,2,1,0, 0
3164,19391,female,25,unknown,student,lower,single,europe,22,16,1,1,0,0
3165,5051,female,23,unknown,student,lower,single,oceania,11,19,2,1,0, 0
3166,4937,female,21,unknown,unemployed,lower-middle,married,asia,1,0,1,2,3,    0
3167,15211,female,25,unknown,unemployed,lower-middle,married,europe,0,1,1,3,2,0
3168,11550,female,21,unknown,unemployed,lower-middle,married,america,0,0,2,1,1, 0
3169,6434,other,21,unknown,unemployed,lower-middle,married,america,0,1,2,1,2, 0
3170,13262,female,23,unknown,unemployed,lower-middle,married,europe,0,1,1,2,2,    0
3171,19269,male,37,postgrad,employed,extreme upper,married,europe,2,1,1,8,1,    0
3172,8225,male,36,postgrad,employed,upper-middle,married,america,1,1,2,5,1,   0
3173,17161,male,37,postgrad,employed,extreme upper,married,europe,1,0,1,8,3,0
3174,3178,male,37,postgrad,employed,extreme upper,married,europe,3,0,2,4,2,    0
3175,4787,male,39,postgrad,employed,upper-middle,married,america,3,0,1,6,1,0
3176,15169,male,38,postgrad,employed,extreme upper,married,america,1,0,2,7,3, 0
3177,6638,male,40,postgrad,employed,upper,married,europe,2,0,2,5,2, 0
3178,7903,male,37,postgrad,employed,extreme upper,married,europe,2,1,3,6,3,    0
3179,13384,male,38,postgrad,employed,extreme upper,married,america,3,0,3,6,1,  0
3180,10355,male,36,postgrad,employed,upper-middle,married,europe,1,1,1,5,3,    0
3181,13730,male,37,postgrad,employed,upper,married,america,3,0,3,7,2,   0
3182,14154,male,37,postgrad,employed,extreme upper,married,america,3,1,3,8,2,0
3183,12301,male,37,postgrad,employed,extreme upper,married,asia,1,1,2,8,3, 0
3184,5673,male,38,postgrad,employed,extreme upper,married,europe,1,1,2,4,3,    0
3185,7192,male,38,postgrad,employed,upper-middle,married,europe,1,1,3,8,2,0
3186,11622,male,36,postgrad,employed,extreme upper,married,europe,3,1,1,5,3, 0
3187,1893,male,36,postgrad,employed,extreme upper,married,europe,1,0,1,8,1, 0
3188,5914,male,37,postgrad,employed,extreme upper,married,europe,3,0,1,7,1,0
3189,11367,female,71,postgrad,retired,lower-middle,single,europe,0,0,7,2,0,   0
3190,7037,female,54,postgrad,retired,lower-middle,single,europe,0,0,7,3,0, 0
3191,5378,female,50,postgrad,retired,lower-middle,single,asia,0,0,4,3,0,  0
3192,3290,female,75,postgrad,retired,lower-middle,single,europe,0,0,5,3,0,  0
3193,6928,female,57,postgrad,retired,lower-middle,single,america,0,0,8,2,0, 0
3194,13346,female,26,grad,unemployed,lower,single,europe,7,2,9,7,3,   0
3195,12488,female,30,grad,unemployed,lower,single,america,7,1,20,6,3,0
3196,18852,female,26,grad,unemployed,lower,single,asia,8,3,12,6,1,   0
3197,5041,female,27,grad,unemployed,lower,single,america,4,3,15,4,2, 0
3198,12113,female,27,grad,unemployed,lower,single,europe,6,3,22,7,3,    0
3199,3742,female,26,grad,unemployed,lower,single,oceania,4,1,11,8,2, 0
3200,16795,female,29,grad,unemployed,lower,single,europe,7,2,15,4,2,0
3201,16806,female,28,grad,unemployed,lower,single,europe,4,1,10,6,2, 0
3202,12146,female,28,grad,unemployed,lower,single,oceania,8,2,17,8,1,  0
3203,18079,female,28,grad,unemployed,lower,single,america,8,2,21,4,1,0
3204,2996,female,26,grad,unemployed,lower,single,america,8,1,12,6,2,0
3205,2344,female,26,grad,unemployed,lower,single,america,8,1,23,6,2,0
3206,18180,female,28,grad,unemployed,lower,single,america,5,1,16,5,1,  0
3207,13482,female,29,grad,unemployed,lower,single,oceania,6,2,19,8,2, 0
3208,7420,female,26,grad,unemployed,lower,single,europe,4,2,9,7,3,0
3209,13844,female,26,unknown,employed,lower-middle,single,europe,1,0,1,2,1,0
3210,13313,female,26,unknown,employed,lower-middle,single,oceania,0,1,0,3,0,0
3211,15109,other,28,unknown,employed,lower-middle,single,asia,0,1,0,3,1,  0
3212,13477,female,30,unknown,employed,lower-middle,single,europe,1,1,0,1,1,    0
3213,1018,female,30,unknown,employed,lower-middle,single,europe,0,0,0,1,1, 0
3214,13042,female,29,unknown,employed,lower-middle,single,europe,1,0,1,3,1,  0
3215,10949,female,29,unknown,employed,lower-middle,single,asia,0,1,0,3,1,    0
3216,10772,female,29,unknown,employed,lower-middle,single,europe,1,1,0,3,0,    0
3217,7122,female,30,unknown,employed,lower-middle,single,america,1,0,1,1,0,    0
3218,12692,female,26,unknown,employed,lower-middle,single,america,1,0,1,1,1, 0
3219,12872,female,29,unknown,employed,lower-middle,single,asia,1,0,1,3,1,  0
3220,8878,female,27,undergrad,unemployed,lower,single,asia,0,0,7,1,0,2
3221,16354,female,29,undergrad,unemployed,lower,single,america,1,1,7,1,0, 1
3222,2142,other,27,undergrad,unemployed,lower,single,america,0,0,7,3,0,  3
3223,8560,female,26,undergrad,unemployed,lower,single,europe,0,1,8,3,0, 1
3224,7483,female,29,undergrad,unemployed,lower,single,asia,1,1,8,2,0,  2
3225,5187,female,28,undergrad,unemployed,lower,single,asia,0,0,8,3,0,  1
3226,19374,female,27,undergrad,unemployed,lower,single,asia,0,1,4,2,0,   1
3227,4729,female,30,undergrad,unemployed,lower,single,america,1,0,4,1,0, 3
3228,18675,female,30,undergrad,unemployed,lower,single,asia,0,1,4,3,0, 3
3229,13498,female,30,undergrad,unemployed,lower,single,europe,1,0,4,3,0, 4
3230,8777,female,50,postgrad,unemployed,lower,single,europe,0,21,2,0,1,0
3231,7415,female,69,postgrad,unemployed,lower,single,america,0,15,2,1,1,    0
3232,3614,female,55,postgrad,unemployed,lower,single,europe,0,16,2,0,1,  0
3233,14994,female,55,postgrad,unemployed,lower,single,asia,0,22,1,1,1, 0
3234,16065,female,63,postgrad,unemployed,lower,single,america,0,14,2,1,1,  0
3235,13724,female,71,postgrad,unemployed,lower,single,europe,0,17,2,0,0,0
3236,15484,female,71,postgrad,unemployed,lower,single,europe,0,23,1,0,1,  0
3237,18684,female,76,postgrad,unemployed,lower,single,america,0,17,2,1,1,   0
3238,12406,female,63,postgrad,unemployed,lower,single,asia,0,22,2,1,1,   0
3239,1838,female,63,postgrad,unemployed,lower,single,america,0,23,3,0,1,0
3240,4222,other,50,postgrad,unemployed,lower,single,asia,0,20,3,1,0,   0
3241,16832,other,51,postgrad,unemployed,lower,single,asia,0,15,3,1,1,0
3242,3929,male,25,unknown,employed,lower,single,oceania,3,0,1,1,0,   0
3243,3904,male,25,unknown,employed,lower,single,oceania,2,1,3,2,0,    0
3244,11671,male,25,unknown,employed,lower,single,europe,2,1,2,3,0, 0
3245,4262,male,23,unknown,employed,lower,single,america,1,1,2,1,0, 0
3246,18750,male,23,unknown,employed,lower,single,oceania,1,1,1,1,0, 0
3247,9734,male,22,unknown,employed,lower,single,europe,1,1,1,2,0,0
3248,6087,male,23,unknown,employed,lower,single,europe,3,0,1,3,0,    0
3249,14485,male,28,grad,employed,middle,married,europe,1,0,2,1,0,   0
3250,11913,male,28,grad,employed,middle,married,europe,1,0,3,1,1,    0
3251,16117,male,28,grad,employed,middle,married,america,1,0,2,3,0,    0
3252,15618,male,30,grad,employed,middle,married,europe,3,0,3,2,1, 0
3253,13798,male,27,grad,employed,middle,married,asia,1,0,1,3,1,0
3254,14449,male,30,grad,employed,middle,married,europe,2,0,1,3,1,  0
3255,18038,male,49,postgrad,retired,lower-middle,married,america,0,0,0,4,3,  1
3256,7083,male,48,postgrad,retired,lower-middle,married,america,0,0,0,6,3, 4
3257,11150,male,49,postgrad,retired,middle,married,america,0,0,0,8,2,  4
3258,12930,male,49,postgrad,retired,lower-middle,married,europe,0,0,1,4,2,  2
3259,6731,male,49,postgrad,retired,middle,married,america,0,0,0,5,2, 1
3260,8607,male,47,postgrad,retired,lower-middle,married,europe,0,0,1,5,1, 2
3261,18295,male,47,postgrad,retired,lower-middle,married,europe,0,0,0,6,2, 2
3262,13746,male,49,postgrad,retired,lower-middle,married,america,0,0,0,8,3,3
3263,3410,male,48,postgrad,retired,middle,married,europe,0,0,0,7,1,    4
3264,4547,male,48,postgrad,retired,middle,married,oceania,0,0,1,7,1,  2
3265,9168,male,47,postgrad,retired,lower-middle,married,america,0,0,0,6,3,   2
3266,12387,male,48,postgrad,retired,lower-middle,married,asia,0,0,0,6,3,    3
3267,9557,other,49,postgrad,retired,middle,married,asia,0,0,1,5,1,  1
3268,4369,other,47,postgrad,retired,middle,married,asia,0,0,0,7,2,  3
3269,7793,male,48,postgrad,retired,middle,married,america,0,0,0,6,2,  3
3270,4680,male,48,postgrad,retired,lower-middle,married,america,0,0,1,7,2,   1
3271,6998,male,49,postgrad,retired,middle,married,europe,0,0,1,7,1,2
3272,11507,male,48,postgrad,retired,middle,married,america,0,0,0,4,2,2
3273,9261,female,23,unknown,employed,lower-middle,single,america,0,0,1,1,0,   0
3274,18834,female,22,unknown,employed,lower-middle,single,oceania,0,0,1,0,0,   0
3275,19646,female,24,unknown,employed,lower-middle,single,america,0,1,0,1,0,   0
3276,2440,female,23,unknown,employed,lower,single,asia,0,0,0,0,0,   0
3277,6403,female,22,unknown,employed,lower,single,asia,0,1,0,0,0,0
3278,14658,female,21,unknown,employed,lower,single,america,0,0,0,0,0,   0
3279,13729,female,21,unknown,employed,lower-middle,single,europe,0,1,0,1,0, 0
3280,14593,other,21,unknown,employed,lower,single,europe,0,1,1,0,0,  0
3281,18001,female,22,unknown,employed,lower,single,europe,0,1,1,0,0, 0
3282,5460,female,24,unknown,employed,lower-middle,single,america,0,1,0,0,0,    0
3283,3475,female,24,unknown,employed,lower,single,america,0,0,1,0,0,0
3284,9206,female,22,unknown,employed,lower-middle,single,europe,0,1,0,0,0,   0
3285,2959,female,24,unknown,employed,lower-middle,single,europe,0,0,0,1,0,0
3286,14864,female,23,unknown,employed,lower-middle,single,asia,0,1,0,1,0,0
3287,11337,female,21,unknown,employed,lower,single,asia,0,1,1,1,0,   0
3288,2964,female,34,undergrad,employed,lower,single,america,2,2,5,1,1, 0
3289,18450,female,31,undergrad,employed,lower,single,europe,3,1,5,1,1,    0
3290,17582,other,34,undergrad,employed,lower,single,america,1,3,6,3,1,   0
3291,2743,female,31,undergrad,employed,lower,single,asia,2,3,8,1,1,   0
3292,15122,female,35,undergrad,employed,lower,single,america,3,3,6,1,0, 0
3293,6922,female,34,undergrad,employed,lower,single,asia,2,2,8,3,1,  0
3294,3033,other,31,undergrad,employed,lower,single,america,1,2,8,3,0,0
3295,1381,female,32,undergrad,employed,lower,single,asia,3,1,6,1,0,0
3296,4062,female,35,undergrad,employed,lower,single,europe,1,3,6,1,1,0
3297,13541,female,33,undergrad,employed,lower,single,america,2,3,5,1,0,    0
3298,5268,female,31,undergrad,employed,lower,single,europe,2,2,6,1,1,   0
3299,4685,female,42,unknown,employed,middle,married,america,0,1,2,3,1,  1
3300,12471,female,43,unknown,employed,middle,married,europe,1,1,3,2,1,    1
3301,9728,other,42,unknown,employed,middle,married,america,0,0,1,3,1,   1
3302,13726,female,43,unknown,employed,middle,married,asia,1,0,1,3,1, 1
3303,10892,female,44,unknown,employed,middle,married,europe,0,1,1,2,0, 1
3304,14382,female,43,unknown,employed,middle,married,america,0,1,2,2,1,  3
3305,18543,other,45,undergrad,employed,lower,single,europe,4,5,1,1,0,  4
3306,12676,other,42,undergrad,employed,lower,single,europe,5,8,3,2,1, 3
3307,3735,male,43,undergrad,employed,lower,single,america,6,7,2,1,0,   1
3308,7375,male,41,undergrad,employed,lower,single,asia,8,8,1,2,1,    4
3309,3987,male,43,undergrad,employed,lower,single,europe,4,4,3,3,1,    1
3310,1714,male,42,undergrad,employed,lower,single,america,8,4,1,1,1,    2
3311,3671,male,43,undergrad,employed,lower,single,america,4,6,2,1,0,    1
3312,14742,male,41,undergrad,employed,lower,single,europe,8,4,3,3,0, 2
3313,6543,male,45,undergrad,employed,lower,single,asia,4,8,3,3,0,   2
3314,19906,male,42,undergrad,employed,lower,single,europe,5,4,1,1,0,2
3315,15150,male,43,undergrad,employed,lower,single,europe,6,5,1,2,1, 4
3316,10663,male,44,undergrad,employed,lower,single,europe,7,5,3,1,0,  1
3317,1397,male,44,undergrad,employed,lower,single,europe,7,7,1,3,1,  2
3318,16770,male,43,undergrad,employed,lower,single,america,5,8,2,3,0,    2
3319,2592,male,45,undergrad,employed,lower,single,asia,7,7,2,2,1,  3
3320,2019,male,45,undergrad,employed,lower,single,europe,5,7,3,1,0, 2
3321,8945,male,43,undergrad,employed,lower,single,europe,7,4,3,2,1,   1
3322,17765,male,37,unknown,employed,lower-middle,single,oceania,1,3,4,3,1,    0
3323,13975,male,39,unknown,employed,lower-middle,single,america,0,2,7,2,1,    0
3324,1771,male,36,unknown,employed,lower-middle,single,europe,0,1,8,3,0,0
3325,13589,male,40,unknown,employed,lower-middle,single,europe,1,3,5,3,1,  0
3326,19915,male,39,unknown,employed,lower-middle,single,europe,0,2,6,2,0,    0
3327,6825,male,39,unknown,employed,lower-middle,single,asia,1,2,8,2,1, 0
3328,13902,male,38,unknown,employed,lower-middle,single,europe,0,2,5,3,1,  0
3329,13859,male,38,unknown,employed,lower-middle,single,asia,1,3,8,2,1,  0
3330,7529,male,36,unknown,employed,lower-middle,single,europe,1,2,5,1,0,0
3331,2696,male,39,unknown,employed,lower-middle,single,europe,1,1,5,1,1,  0
3332,9396,male,37,unknown,employed,lower-middle,single,europe,0,1,6,1,0,    0
3333,7161,male,38,unknown,employed,lower-middle,single,asia,0,2,7,1,0,0
3334,10469,male,37,unknown,employed,lower-middle,single,europe,1,1,6,1,0,   0
3335,6631,male,39,unknown,employed,lower-middle,single,america,0,2,7,2,0,0
3336,7988,male,38,unknown,employed,lower-middle,single,america,0,3,5,2,1,0
3337,1575,male,36,unknown,employed,lower-middle,single,asia,0,3,8,2,1,0
3338,8572,male,40,unknown,employed,lower-middle,single,europe,1,1,8,2,1, 0
3339,7898,female,33,unknown,employed,extreme upper,married,america,0,1,9,8,1, 0
3340,13483,female,34,unknown,employed,upper-middle,married,asia,0,0,18,7,1, 0
3341,10631,female,32,unknown,employed,extreme upper,married,europe,0,1,12,8,1,   0
3342,10953,female,35,unknown,employed,extreme upper,married,europe,0,0,9,7,2, 0
3343,9639,female,34,unknown,employed,extreme upper,married,asia,1,0,10,8,3,    0
3344,13035,female,33,unknown,employed,upper-middle,married,america,0,0,21,4,1,  0
3345,4235,female,32,unknown,employed,upper-middle,married,europe,1,0,16,5,3,   0
3346,17007,female,32,unknown,employed,extreme upper,married,asia,1,1,17,7,2,   0
3347,6911,female,33,unknown,employed,upper-middle,married,europe,1,1,18,8,3, 0
3348,19135,female,35,unknown,employed,upper-middle,married,asia,0,1,12,7,2, 0
3349,3153,female,34,unknown,employed,upper,married,america,0,0,13,4,2, 0
3350,18356,other,32,postgrad,employed,middle,married,oceania,1,7,8,1,0,    1
3351,3001,female,32,postgrad,employed,middle,married,america,0,7,4,1,0, 3
3352,12095,other,33,postgrad,employed,middle,married,europe,0,4,8,2,0,2
3353,19222,other,32,postgrad,employed,middle,married,asia,1,4,5,2,0,    2
3354,12758,female,35,postgrad,employed,middle,married,america,0,7,6,1,0,    2
3355,2768,female,33,postgrad,employed,middle,married,america,1,8,8,3,0,4
3356,9608,other,35,postgrad,employed,middle,married,oceania,1,8,6,2,0,2
3357,14975,female,33,postgrad,employed,middle,married,europe,0,4,6,2,0,3
3358,12519,female,33,postgrad,employed,middle,married,asia,1,4,6,1,0,  2
3359,17479,female,32,postgrad,employed,middle,married,europe,1,8,5,1,0,1
3360,16692,female,38,postgrad,student,lower,single,america,0,12,12,15,1,    2
3361,4362,female,37,postgrad,student,lower,single,america,0,17,15,12,1, 1
3362,16772,female,38,postgrad,student,lower,single,america,0,20,11,23,2,    2
3363,18903,female,22,unknown,unemployed,middle,married,america,0,5,8,6,5,   0
3364,7029,female,23,unknown,unemployed,lower-middle,married,america,1,4,4,8,5,  0
3365,10037,female,24,unknown,unemployed,lower-middle,married,asia,1,7,4,7,5,    0
3366,13691,other,21,unknown,unemployed,middle,married,europe,1,7,7,7,6,   0
3367,12462,female,23,unknown,unemployed,middle,married,america,0,8,7,7,4,    0
3368,14331,female,22,unknown,unemployed,middle,married,america,0,5,5,4,8, 0
3369,14323,female,23,unknown,unemployed,lower-middle,married,asia,1,7,8,4,7,   0
3370,19089,female,21,unknown,unemployed,middle,married,europe,0,5,6,7,7,0
3371,14253,female,23,unknown,unemployed,lower-middle,married,asia,0,5,6,8,8, 0
3372,15535,other,22,unknown,unemployed,middle,married,europe,1,7,5,7,7,    0
3373,19908,female,21,unknown,unemployed,middle,married,europe,0,7,5,8,8, 0
3374,17546,female,25,unknown,unemployed,middle,married,america,1,4,7,4,5,    0
3375,15003,female,23,unknown,unemployed,lower-middle,married,america,1,8,4,5,6, 0
3376,6137,female,22,unknown,unemployed,lower-middle,married,america,0,5,7,4,7, 0
3377,16294,female,23,unknown,unemployed,middle,married,asia,0,8,8,6,8,   0
3378,2849,female,21,unknown,unemployed,middle,married,europe,1,8,8,7,8,  0
3379,14955,female,21,unknown,unemployed,middle,married,oceania,0,4,8,8,5,    0
3380,13693,female,21,unknown,unemployed,lower-middle,married,asia,0,6,8,5,4,0
3381,19455,female,25,unknown,unemployed,lower-middle,married,america,1,6,8,5,7, 0
3382,9930,female,30,grad,employed,middle,single,europe,2,21,14,14,13,0
3383,1982,female,26,grad,employed,middle,single,oceania,1,23,18,18,19,  0
3384,3515,female,27,grad,employed,middle,single,europe,3,10,20,18,20, 0
3385,8746,female,30,grad,employed,middle,single,asia,3,13,11,9,12,0
3386,19357,female,26,grad,employed,middle,single,europe,2,13,11,21,23,0
